lead_code,total_due,dpd_bucket,state
LDSMFG_100609,333761,30-60,Maharashtra
LDSMFG_100610,230913,30-60,Karnataka
LDSMFG_100611,284040,30-60,UP
LDSMFG_100612,397942,30-60,UP
LDSMFG_100613,182247,30-60,Tamil Nadu
LDSMFG_100614,143877,30-60,Maharashtra
LDSMFG_100615,10237,60-90,Maharashtra
LDSMFG_100616,25056,60-90,Karnataka
LDSMFG_100617,181615,30-60,UP
LDSMFG_100618,192628,30-60,Delhi
LDSMFG_100619,119548,180+,Tamil Nadu
LDSMFG_100620,378632,60-90,Delhi
LDSMFG_100621,139415,90-180,Karnataka
LDSMFG_100622,411716,60-90,Tamil Nadu
LDSMFG_100623,451438,30-60,Tamil Nadu
LDSMFG_100624,34375,60-90,Maharashtra
LDSMFG_100625,145734,60-90,Maharashtra
LDSMFG_100626,21964,30-60,Karnataka
LDSMFG_100627,118429,60-90,Karnataka
LDSMFG_100628,257764,90-180,UP
LDSMFG_100629,195710,30-60,Tamil Nadu
LDSMFG_100630,471882,30-60,Tamil Nadu
LDSMFG_100631,221139,30-60,Delhi
LDSMFG_100632,72215,30-60,UP
LDSMFG_100633,336186,30-60,Delhi
LDSMFG_100634,149356,30-60,Delhi
LDSMFG_100635,208861,30-60,Karnataka
LDSMFG_100636,482880,180+,UP
LDSMFG_100637,360612,60-90,Tamil Nadu
LDSMFG_100638,459605,60-90,Maharashtra
LDSMFG_100639,14435,30-60,Delhi
LDSMFG_100640,452556,30-60,Karnataka
LDSMFG_100641,180150,90-180,Karnataka
LDSMFG_100642,345976,30-60,UP
LDSMFG_100643,56293,30-60,Maharashtra
LDSMFG_100644,494197,90-180,Karnataka
LDSMFG_100645,83781,30-60,UP
LDSMFG_100646,196475,30-60,Tamil Nadu
LDSMFG_100647,165196,180+,Tamil Nadu
LDSMFG_100648,231507,30-60,Tamil Nadu
LDSMFG_100649,311063,90-180,Karnataka
LDSMFG_100650,244833,180+,Maharashtra
LDSMFG_100651,257377,30-60,UP
LDSMFG_100652,171319,90-180,UP
LDSMFG_100653,126172,60-90,Maharashtra
LDSMFG_100654,361902,90-180,Karnataka
LDSMFG_100655,489963,30-60,Delhi
LDSMFG_100656,460968,180+,Karnataka
LDSMFG_100657,323717,60-90,UP
LDSMFG_100658,64101,60-90,Delhi
LDSMFG_100659,293790,90-180,UP
LDSMFG_100660,371329,60-90,Delhi
LDSMFG_100661,28049,30-60,Delhi
LDSMFG_100662,215677,30-60,UP
LDSMFG_100663,365260,30-60,Karnataka
LDSMFG_100664,364523,60-90,Tamil Nadu
LDSMFG_100665,73385,90-180,Delhi
LDSMFG_100666,131131,60-90,Tamil Nadu
LDSMFG_100667,438374,60-90,Karnataka
LDSMFG_100668,201489,90-180,Delhi
LDSMFG_100669,28289,30-60,Maharashtra
LDSMFG_100670,377370,60-90,UP
LDSMFG_100671,367937,30-60,Delhi
LDSMFG_100672,276967,30-60,Delhi
LDSMFG_100673,196232,60-90,Karnataka
LDSMFG_100674,309119,30-60,Tamil Nadu
LDSMFG_100675,14540,30-60,Tamil Nadu
LDSMFG_100676,21364,60-90,UP
LDSMFG_100677,402827,60-90,UP
LDSMFG_100678,32663,60-90,Tamil Nadu
LDSMFG_100679,56991,180+,UP
LDSMFG_100680,193751,60-90,Tamil Nadu
LDSMFG_100681,371326,60-90,Tamil Nadu
LDSMFG_100682,167049,30-60,Maharashtra
LDSMFG_100683,99704,60-90,Karnataka
LDSMFG_100684,54115,30-60,Maharashtra
LDSMFG_100685,358151,60-90,Maharashtra
LDSMFG_100686,224295,30-60,Maharashtra
LDSMFG_100687,196962,30-60,Maharashtra
LDSMFG_100688,202459,60-90,Karnataka
LDSMFG_100689,154143,60-90,Tamil Nadu
LDSMFG_100690,195347,30-60,Tamil Nadu
LDSMFG_100691,470585,60-90,Delhi
LDSMFG_100692,16938,60-90,Tamil Nadu
LDSMFG_100693,433411,90-180,Tamil Nadu
LDSMFG_100694,358824,30-60,Tamil Nadu
LDSMFG_100695,9000,60-90,Karnataka
LDSMFG_100696,206660,30-60,Karnataka
LDSMFG_100697,368186,30-60,Tamil Nadu
LDSMFG_100698,360754,60-90,UP
LDSMFG_100699,256492,30-60,Delhi
LDSMFG_100700,370835,60-90,Maharashtra
LDSMFG_100701,496072,180+,UP
LDSMFG_100702,43304,60-90,Tamil Nadu
LDSMFG_100703,336593,90-180,Karnataka
LDSMFG_100704,87986,60-90,UP
LDSMFG_100705,487859,90-180,Tamil Nadu
LDSMFG_100706,156836,30-60,Maharashtra
LDSMFG_100707,113940,60-90,Karnataka
LDSMFG_100708,484243,60-90,Karnataka
LDSMFG_100709,305638,90-180,Delhi
LDSMFG_100710,270517,30-60,UP
LDSMFG_100711,148233,30-60,Delhi
LDSMFG_100712,102532,180+,Delhi
LDSMFG_100713,359802,30-60,Karnataka
LDSMFG_100714,390777,30-60,Karnataka
LDSMFG_100715,105386,60-90,Tamil Nadu
LDSMFG_100716,32350,60-90,Tamil Nadu
LDSMFG_100717,98008,90-180,Delhi
LDSMFG_100718,361441,60-90,Karnataka
LDSMFG_100719,30351,60-90,Maharashtra
LDSMFG_100720,93668,30-60,Maharashtra
LDSMFG_100721,119585,60-90,Karnataka
LDSMFG_100722,413521,30-60,Delhi
LDSMFG_100723,342497,30-60,Delhi
LDSMFG_100724,212869,180+,Tamil Nadu
LDSMFG_100725,70953,30-60,Delhi
LDSMFG_100726,324602,60-90,Delhi
LDSMFG_100727,287502,180+,UP
LDSMFG_100728,8267,30-60,UP
LDSMFG_100729,87745,30-60,UP
LDSMFG_100730,356732,60-90,Tamil Nadu
LDSMFG_100731,305657,30-60,Delhi
LDSMFG_100732,162164,90-180,Karnataka
LDSMFG_100733,16338,30-60,UP
LDSMFG_100734,136484,180+,UP
LDSMFG_100735,12543,90-180,Delhi
LDSMFG_100736,373035,90-180,Karnataka
LDSMFG_100737,431712,30-60,Delhi
LDSMFG_100738,65692,30-60,Karnataka
LDSMFG_100739,225156,30-60,Maharashtra
LDSMFG_100740,228992,60-90,Maharashtra
LDSMFG_100741,311569,30-60,Delhi
LDSMFG_100742,43756,90-180,Delhi
LDSMFG_100743,23888,60-90,Karnataka
LDSMFG_100744,171807,60-90,UP
LDSMFG_100745,314439,60-90,Maharashtra
LDSMFG_100746,119352,60-90,UP
LDSMFG_100747,350186,30-60,Delhi
LDSMFG_100748,90999,30-60,Delhi
LDSMFG_100749,22955,60-90,UP
LDSMFG_100750,304985,60-90,Delhi
LDSMFG_100751,75640,30-60,Delhi
LDSMFG_100752,201582,90-180,Karnataka
LDSMFG_100753,433127,90-180,Delhi
LDSMFG_100754,457247,30-60,Tamil Nadu
LDSMFG_100755,224798,60-90,UP
LDSMFG_100756,405573,30-60,Delhi
LDSMFG_100757,430695,30-60,Tamil Nadu
LDSMFG_100758,66476,90-180,Maharashtra
LDSMFG_100759,311955,180+,Tamil Nadu
LDSMFG_100760,172280,60-90,UP
LDSMFG_100761,156222,180+,UP
LDSMFG_100762,76180,60-90,Tamil Nadu
LDSMFG_100763,179358,60-90,Delhi
LDSMFG_100764,117856,60-90,Tamil Nadu
LDSMFG_100765,335594,30-60,Delhi
LDSMFG_100766,419568,30-60,Karnataka
LDSMFG_100767,191141,60-90,Delhi
LDSMFG_100768,379032,60-90,Maharashtra
LDSMFG_100769,115448,60-90,Maharashtra
LDSMFG_100770,19397,60-90,UP
LDSMFG_100771,439771,30-60,Maharashtra
LDSMFG_100772,183031,30-60,Maharashtra
LDSMFG_100773,398944,60-90,Maharashtra
LDSMFG_100774,448733,30-60,Tamil Nadu
LDSMFG_100775,124180,180+,Tamil Nadu
LDSMFG_100776,71234,60-90,Tamil Nadu
LDSMFG_100777,44954,30-60,UP
LDSMFG_100778,183352,90-180,Delhi
LDSMFG_100779,84459,60-90,UP
LDSMFG_100780,414995,60-90,Karnataka
LDSMFG_100781,200004,180+,Karnataka
LDSMFG_100782,471152,60-90,Tamil Nadu
LDSMFG_100783,422682,90-180,Delhi
LDSMFG_100784,435155,180+,Tamil Nadu
LDSMFG_100785,205968,30-60,Delhi
LDSMFG_100786,433486,30-60,Maharashtra
LDSMFG_100787,64163,60-90,Tamil Nadu
LDSMFG_100788,480853,90-180,UP
LDSMFG_100789,56934,90-180,Maharashtra
LDSMFG_100790,200967,90-180,Tamil Nadu
LDSMFG_100791,430523,60-90,Karnataka
LDSMFG_100792,321242,90-180,UP
LDSMFG_100793,459137,90-180,Tamil Nadu
LDSMFG_100794,10486,30-60,Maharashtra
LDSMFG_100795,144407,30-60,UP
LDSMFG_100796,354044,60-90,Delhi
LDSMFG_100797,131020,60-90,Maharashtra
LDSMFG_100798,107795,60-90,Delhi
LDSMFG_100799,225184,30-60,Delhi
LDSMFG_100800,495419,30-60,UP
LDSMFG_100801,147202,90-180,Tamil Nadu
LDSMFG_100802,354652,180+,Karnataka
LDSMFG_100803,242027,180+,Maharashtra
LDSMFG_100804,123324,60-90,Tamil Nadu
LDSMFG_100805,327710,90-180,UP
LDSMFG_100806,202775,30-60,UP
LDSMFG_100807,294336,90-180,Delhi
LDSMFG_100808,268206,60-90,Delhi
LDSMFG_100809,89076,90-180,Delhi
LDSMFG_100810,94780,30-60,Karnataka
LDSMFG_100811,157617,90-180,Delhi
LDSMFG_100812,26689,60-90,Maharashtra
LDSMFG_100813,278318,30-60,Maharashtra
LDSMFG_100814,355605,30-60,Delhi
LDSMFG_100815,393318,30-60,Delhi
LDSMFG_100816,370177,60-90,Maharashtra
LDSMFG_100817,14348,30-60,Karnataka
LDSMFG_100818,421930,60-90,Karnataka
LDSMFG_100819,43102,90-180,Maharashtra
LDSMFG_100820,79460,180+,UP
LDSMFG_100821,369778,30-60,Maharashtra
LDSMFG_100822,94930,30-60,Tamil Nadu
LDSMFG_100823,11801,30-60,Delhi
LDSMFG_100824,108150,30-60,Delhi
LDSMFG_100825,208339,90-180,Delhi
LDSMFG_100826,184208,60-90,Karnataka
LDSMFG_100827,159697,60-90,Tamil Nadu
LDSMFG_100828,218945,30-60,Maharashtra
LDSMFG_100829,236915,90-180,UP
LDSMFG_100830,208664,180+,Delhi
LDSMFG_100831,213124,60-90,Karnataka
LDSMFG_100832,442477,180+,Karnataka
LDSMFG_100833,6542,30-60,Karnataka
LDSMFG_100834,288821,30-60,Tamil Nadu
LDSMFG_100835,182804,180+,Maharashtra
LDSMFG_100836,186415,90-180,Karnataka
LDSMFG_100837,44081,30-60,Tamil Nadu
LDSMFG_100838,198928,30-60,Karnataka
LDSMFG_100839,360249,60-90,Maharashtra
LDSMFG_100840,224930,90-180,Tamil Nadu
LDSMFG_100841,286209,90-180,UP
LDSMFG_100842,219532,30-60,Maharashtra
LDSMFG_100843,93092,60-90,Karnataka
LDSMFG_100844,321837,60-90,Maharashtra
LDSMFG_100845,294106,60-90,Tamil Nadu
LDSMFG_100846,33295,60-90,Tamil Nadu
LDSMFG_100847,18807,60-90,Delhi
LDSMFG_100848,440564,30-60,Karnataka
LDSMFG_100849,162504,60-90,Karnataka
LDSMFG_100850,481501,30-60,Delhi
LDSMFG_100851,243067,30-60,Tamil Nadu
LDSMFG_100852,490008,30-60,Tamil Nadu
LDSMFG_100853,456070,30-60,Karnataka
LDSMFG_100854,438478,60-90,Tamil Nadu
LDSMFG_100855,173152,30-60,Maharashtra
LDSMFG_100856,399540,60-90,Tamil Nadu
LDSMFG_100857,358411,180+,Tamil Nadu
LDSMFG_100858,171981,30-60,Karnataka
LDSMFG_100859,225411,30-60,Tamil Nadu
LDSMFG_100860,24870,60-90,Maharashtra
LDSMFG_100861,432794,30-60,UP
LDSMFG_100862,208196,60-90,UP
LDSMFG_100863,253683,30-60,UP
LDSMFG_100864,239677,30-60,Karnataka
LDSMFG_100865,31790,90-180,UP
LDSMFG_100866,123874,30-60,UP
LDSMFG_100867,292433,30-60,Maharashtra
LDSMFG_100868,453345,30-60,Maharashtra
LDSMFG_100869,229786,30-60,UP
LDSMFG_100870,492462,30-60,Delhi
LDSMFG_100871,20485,30-60,Tamil Nadu
LDSMFG_100872,311626,60-90,Tamil Nadu
LDSMFG_100873,91188,90-180,Tamil Nadu
LDSMFG_100874,9748,60-90,Karnataka
LDSMFG_100875,222841,60-90,Karnataka
LDSMFG_100876,145507,90-180,Tamil Nadu
LDSMFG_100877,270853,180+,UP
LDSMFG_100878,128961,60-90,Delhi
LDSMFG_100879,35355,180+,Maharashtra
LDSMFG_100880,191843,60-90,Karnataka
LDSMFG_100881,456015,90-180,Tamil Nadu
LDSMFG_100882,411332,60-90,Maharashtra
LDSMFG_100883,161542,90-180,UP
LDSMFG_100884,178416,60-90,Karnataka
LDSMFG_100885,310062,60-90,UP
LDSMFG_100886,319368,60-90,Delhi
LDSMFG_100887,44298,90-180,Delhi
LDSMFG_100888,347363,180+,UP
LDSMFG_100889,66629,30-60,Karnataka
LDSMFG_100890,333184,60-90,Karnataka
LDSMFG_100891,497734,30-60,Maharashtra
LDSMFG_100892,235907,30-60,UP
LDSMFG_100893,295160,180+,Delhi
LDSMFG_100894,28960,60-90,Maharashtra
LDSMFG_100895,300735,30-60,Maharashtra
LDSMFG_100896,218920,60-90,Tamil Nadu
LDSMFG_100897,370477,60-90,Tamil Nadu
LDSMFG_100898,247804,30-60,Karnataka
LDSMFG_100899,381965,30-60,Karnataka
LDSMFG_100900,465857,60-90,Maharashtra
LDSMFG_100901,303539,30-60,Delhi
LDSMFG_100902,134695,30-60,UP
LDSMFG_100903,420916,30-60,Karnataka
LDSMFG_100904,301764,90-180,UP
LDSMFG_100905,239286,30-60,Karnataka
LDSMFG_100906,133148,90-180,Maharashtra
LDSMFG_100907,287703,60-90,Tamil Nadu
LDSMFG_100908,491261,30-60,Karnataka
LDSMFG_100909,360540,60-90,Maharashtra
LDSMFG_100910,197714,60-90,Karnataka
LDSMFG_100911,212611,90-180,Tamil Nadu
LDSMFG_100912,288876,180+,Karnataka
LDSMFG_100913,264747,30-60,Tamil Nadu
LDSMFG_100914,96362,90-180,Tamil Nadu
LDSMFG_100915,428570,30-60,UP
LDSMFG_100916,280987,30-60,Tamil Nadu
LDSMFG_100917,119065,30-60,UP
LDSMFG_100918,338870,60-90,Tamil Nadu
LDSMFG_100919,22640,30-60,Delhi
LDSMFG_100920,57528,60-90,Karnataka
LDSMFG_100921,305557,90-180,UP
LDSMFG_100922,264214,90-180,Maharashtra
LDSMFG_100923,319782,90-180,Maharashtra
LDSMFG_100924,450952,30-60,UP
LDSMFG_100925,115133,60-90,UP
LDSMFG_100926,373501,180+,Delhi
LDSMFG_100927,204938,30-60,Delhi
LDSMFG_100928,155159,90-180,Maharashtra
LDSMFG_100929,177502,30-60,Delhi
LDSMFG_100930,160576,60-90,Delhi
LDSMFG_100931,405330,90-180,UP
LDSMFG_100932,346003,180+,Karnataka
LDSMFG_100933,366801,60-90,Karnataka
LDSMFG_100934,409191,90-180,Maharashtra
LDSMFG_100935,16023,30-60,UP
LDSMFG_100936,26447,60-90,Karnataka
LDSMFG_100937,488685,60-90,Karnataka
LDSMFG_100938,393043,60-90,UP
LDSMFG_100939,291103,60-90,Karnataka
LDSMFG_100940,71203,180+,Karnataka
LDSMFG_100941,386300,30-60,Tamil Nadu
LDSMFG_100942,165775,30-60,Maharashtra
LDSMFG_100943,14337,180+,UP
LDSMFG_100944,51427,60-90,Tamil Nadu
LDSMFG_100945,328673,60-90,UP
LDSMFG_100946,369167,30-60,Maharashtra
LDSMFG_100947,351809,30-60,Tamil Nadu
LDSMFG_100948,110787,30-60,UP
LDSMFG_100949,167993,30-60,Karnataka
LDSMFG_100950,300451,60-90,Maharashtra
LDSMFG_100951,425571,90-180,Tamil Nadu
LDSMFG_100952,132016,90-180,UP
LDSMFG_100953,271979,30-60,Tamil Nadu
LDSMFG_100954,25159,30-60,Maharashtra
LDSMFG_100955,183677,60-90,Karnataka
LDSMFG_100956,388934,30-60,UP
LDSMFG_100957,372760,90-180,Tamil Nadu
LDSMFG_100958,436304,60-90,Karnataka
LDSMFG_100959,345896,180+,Delhi
LDSMFG_100960,322428,30-60,Karnataka
LDSMFG_100961,324187,30-60,Delhi
LDSMFG_100962,171619,30-60,UP
LDSMFG_100963,364151,30-60,UP
LDSMFG_100964,87844,60-90,Tamil Nadu
LDSMFG_100965,32532,180+,Maharashtra
LDSMFG_100966,170421,30-60,Karnataka
LDSMFG_100967,127402,30-60,Tamil Nadu
LDSMFG_100968,123012,30-60,Maharashtra
LDSMFG_100969,443661,60-90,Maharashtra
LDSMFG_100970,403929,60-90,UP
LDSMFG_100971,61178,90-180,Delhi
LDSMFG_100972,54407,90-180,Tamil Nadu
LDSMFG_100973,468556,60-90,UP
LDSMFG_100974,55990,60-90,Karnataka
LDSMFG_100975,473888,90-180,Karnataka
LDSMFG_100976,134473,30-60,Tamil Nadu
LDSMFG_100977,463761,30-60,UP
LDSMFG_100978,483007,30-60,Maharashtra
LDSMFG_100979,325285,30-60,Maharashtra
LDSMFG_100980,422009,30-60,UP
LDSMFG_100981,323714,30-60,Tamil Nadu
LDSMFG_100982,231156,30-60,Delhi
LDSMFG_100983,173964,90-180,Delhi
LDSMFG_100984,6015,60-90,UP
LDSMFG_100985,66813,30-60,UP
LDSMFG_100986,32712,90-180,Delhi
LDSMFG_100987,105497,60-90,Maharashtra
LDSMFG_100988,406631,30-60,UP
LDSMFG_100989,247926,180+,UP
LDSMFG_100990,117816,30-60,UP
LDSMFG_100991,133778,90-180,Delhi
LDSMFG_100992,67292,180+,Delhi
LDSMFG_100993,290977,90-180,Karnataka
LDSMFG_100994,140230,60-90,Tamil Nadu
LDSMFG_100995,198752,180+,Karnataka
LDSMFG_100996,287453,30-60,Tamil Nadu
LDSMFG_100997,274114,30-60,Tamil Nadu
LDSMFG_100998,339618,60-90,Tamil Nadu
LDSMFG_100999,484920,90-180,Tamil Nadu
LDSMFG_101000,313684,60-90,Delhi
LDSMFG_101001,156456,180+,Delhi
LDSMFG_101002,285161,30-60,Karnataka
LDSMFG_101003,343024,90-180,UP
LDSMFG_101004,110570,180+,Maharashtra
LDSMFG_101005,275846,60-90,Karnataka
LDSMFG_101006,398600,180+,Delhi
LDSMFG_101007,5404,30-60,UP
LDSMFG_101008,439159,180+,Maharashtra
LDSMFG_101009,183998,180+,Karnataka
LDSMFG_101010,427405,30-60,UP
LDSMFG_101011,279907,60-90,Delhi
LDSMFG_101012,154456,60-90,Karnataka
LDSMFG_101013,196172,30-60,UP
LDSMFG_101014,365286,30-60,UP
LDSMFG_101015,145932,30-60,Delhi
LDSMFG_101016,240365,60-90,UP
LDSMFG_101017,347786,60-90,Karnataka
LDSMFG_101018,55612,180+,Tamil Nadu
LDSMFG_101019,290718,30-60,Delhi
LDSMFG_101020,290668,60-90,Karnataka
LDSMFG_101021,205244,30-60,Tamil Nadu
LDSMFG_101022,278060,60-90,Tamil Nadu
LDSMFG_101023,9809,180+,Karnataka
LDSMFG_101024,168273,30-60,Karnataka
LDSMFG_101025,189402,30-60,Maharashtra
LDSMFG_101026,149528,60-90,Tamil Nadu
LDSMFG_101027,454613,30-60,Karnataka
LDSMFG_101028,388432,60-90,Tamil Nadu
LDSMFG_101029,43765,30-60,Karnataka
LDSMFG_101030,433032,30-60,Tamil Nadu
LDSMFG_101031,312250,60-90,UP
LDSMFG_101032,321076,180+,Delhi
LDSMFG_101033,415316,60-90,Karnataka
LDSMFG_101034,324235,30-60,Tamil Nadu
LDSMFG_101035,26949,30-60,UP
LDSMFG_101036,206152,180+,Maharashtra
LDSMFG_101037,304888,180+,Tamil Nadu
LDSMFG_101038,181615,30-60,Tamil Nadu
LDSMFG_101039,375463,180+,Delhi
LDSMFG_101040,97193,180+,UP
LDSMFG_101041,41187,30-60,Tamil Nadu
LDSMFG_101042,143311,90-180,Delhi
LDSMFG_101043,391598,60-90,Maharashtra
LDSMFG_101044,281633,30-60,Delhi
LDSMFG_101045,194089,30-60,Delhi
LDSMFG_101046,66877,30-60,UP
LDSMFG_101047,441341,180+,Karnataka
LDSMFG_101048,317066,90-180,Delhi
LDSMFG_101049,99074,30-60,Karnataka
LDSMFG_101050,168121,60-90,Maharashtra
LDSMFG_101051,42131,60-90,UP
LDSMFG_101052,441160,60-90,UP
LDSMFG_101053,120765,90-180,UP
LDSMFG_101054,341107,60-90,UP
LDSMFG_101055,111884,30-60,Maharashtra
LDSMFG_101056,130917,30-60,Tamil Nadu
LDSMFG_101057,291429,60-90,Maharashtra
LDSMFG_101058,304770,60-90,Tamil Nadu
LDSMFG_101059,178880,60-90,Tamil Nadu
LDSMFG_101060,486680,60-90,Delhi
LDSMFG_101061,452087,90-180,Karnataka
LDSMFG_101062,286342,60-90,Karnataka
LDSMFG_101063,417974,180+,Delhi
LDSMFG_101064,20254,30-60,UP
LDSMFG_101065,49238,180+,Tamil Nadu
LDSMFG_101066,6252,30-60,Karnataka
LDSMFG_101067,306908,60-90,UP
LDSMFG_101068,344853,60-90,Maharashtra
LDSMFG_101069,435657,30-60,Delhi
LDSMFG_101070,490450,180+,Maharashtra
LDSMFG_101071,320826,30-60,UP
LDSMFG_101072,326638,60-90,Delhi
LDSMFG_101073,86317,90-180,Karnataka
LDSMFG_101074,332359,30-60,Delhi
LDSMFG_101075,83587,180+,Maharashtra
LDSMFG_101076,11949,60-90,UP
LDSMFG_101077,243897,180+,UP
LDSMFG_101078,322537,60-90,Tamil Nadu
LDSMFG_101079,209625,60-90,Karnataka
LDSMFG_101080,143013,30-60,Tamil Nadu
LDSMFG_101081,30934,90-180,Karnataka
LDSMFG_101082,421602,30-60,Tamil Nadu
LDSMFG_101083,261434,60-90,UP
LDSMFG_101084,460102,30-60,Karnataka
LDSMFG_101085,342889,30-60,Maharashtra
LDSMFG_101086,481467,30-60,Karnataka
LDSMFG_101087,361600,180+,Tamil Nadu
LDSMFG_101088,320557,60-90,Karnataka
LDSMFG_101089,455016,60-90,Maharashtra
LDSMFG_101090,364383,90-180,Tamil Nadu
LDSMFG_101091,309462,90-180,Tamil Nadu
LDSMFG_101092,255875,30-60,UP
LDSMFG_101093,468389,60-90,Karnataka
LDSMFG_101094,75390,180+,UP
LDSMFG_101095,188401,30-60,Maharashtra
LDSMFG_101096,258490,60-90,UP
LDSMFG_101097,48088,60-90,Delhi
LDSMFG_101098,252940,30-60,Maharashtra
LDSMFG_101099,370340,180+,UP
LDSMFG_101100,438027,30-60,Delhi
LDSMFG_101101,322623,30-60,Delhi
LDSMFG_101102,221464,180+,Tamil Nadu
LDSMFG_101103,223441,90-180,Delhi
LDSMFG_101104,287107,30-60,Maharashtra
LDSMFG_101105,322267,30-60,Karnataka
LDSMFG_101106,130911,180+,Maharashtra
LDSMFG_101107,369612,30-60,Karnataka
LDSMFG_101108,228777,60-90,Delhi
LDSMFG_101109,340621,30-60,Delhi
LDSMFG_101110,281532,180+,Maharashtra
LDSMFG_101111,10569,90-180,Maharashtra
LDSMFG_101112,74836,60-90,Karnataka
LDSMFG_101113,109573,90-180,UP
LDSMFG_101114,434802,180+,Karnataka
LDSMFG_101115,263090,180+,Maharashtra
LDSMFG_101116,148087,90-180,UP
LDSMFG_101117,50002,90-180,Tamil Nadu
LDSMFG_101118,252666,30-60,Tamil Nadu
LDSMFG_101119,142326,30-60,Delhi
LDSMFG_101120,415360,90-180,Karnataka
LDSMFG_101121,160286,90-180,Maharashtra
LDSMFG_101122,216791,180+,Tamil Nadu
LDSMFG_101123,207846,30-60,UP
LDSMFG_101124,142162,60-90,Karnataka
LDSMFG_101125,147709,60-90,Tamil Nadu
LDSMFG_101126,158487,90-180,Karnataka
LDSMFG_101127,29071,30-60,Maharashtra
LDSMFG_101128,63243,90-180,Karnataka
LDSMFG_101129,392971,30-60,Karnataka
LDSMFG_101130,375359,60-90,Karnataka
LDSMFG_101131,177312,60-90,Maharashtra
LDSMFG_101132,262218,60-90,Maharashtra
LDSMFG_101133,219879,90-180,UP
LDSMFG_101134,368714,180+,Tamil Nadu
LDSMFG_101135,431650,30-60,Tamil Nadu
LDSMFG_101136,336868,90-180,Delhi
LDSMFG_101137,382503,30-60,UP
LDSMFG_101138,342841,90-180,Maharashtra
LDSMFG_101139,33732,60-90,Delhi
LDSMFG_101140,126465,60-90,Maharashtra
LDSMFG_101141,409530,90-180,Karnataka
LDSMFG_101142,422170,60-90,Tamil Nadu
LDSMFG_101143,62108,30-60,Delhi
LDSMFG_101144,485260,180+,Maharashtra
LDSMFG_101145,485721,60-90,Karnataka
LDSMFG_101146,116195,60-90,UP
LDSMFG_101147,370225,60-90,Maharashtra
LDSMFG_101148,41668,90-180,Tamil Nadu
LDSMFG_101149,290205,30-60,Tamil Nadu
LDSMFG_101150,346396,30-60,Maharashtra
LDSMFG_101151,44749,30-60,UP
LDSMFG_101152,135560,60-90,Tamil Nadu
LDSMFG_101153,371824,30-60,Maharashtra
LDSMFG_101154,152979,60-90,Karnataka
LDSMFG_101155,154849,30-60,Tamil Nadu
LDSMFG_101156,229301,90-180,Delhi
LDSMFG_101157,56745,90-180,Maharashtra
LDSMFG_101158,375608,30-60,Tamil Nadu
LDSMFG_101159,96865,30-60,Karnataka
LDSMFG_101160,379572,90-180,Maharashtra
LDSMFG_101161,217890,90-180,Tamil Nadu
LDSMFG_101162,28624,90-180,Karnataka
LDSMFG_101163,28321,30-60,Karnataka
LDSMFG_101164,408704,180+,Maharashtra
LDSMFG_101165,289718,90-180,Delhi
LDSMFG_101166,403456,30-60,Tamil Nadu
LDSMFG_101167,179293,60-90,Tamil Nadu
LDSMFG_101168,408694,60-90,Maharashtra
LDSMFG_101169,264127,30-60,Karnataka
LDSMFG_101170,191717,180+,UP
LDSMFG_101171,417478,90-180,Maharashtra
LDSMFG_101172,385975,30-60,Delhi
LDSMFG_101173,188868,180+,UP
LDSMFG_101174,140504,60-90,UP
LDSMFG_101175,100257,60-90,Tamil Nadu
LDSMFG_101176,69291,90-180,Karnataka
LDSMFG_101177,215176,60-90,Delhi
LDSMFG_101178,195471,60-90,Tamil Nadu
LDSMFG_101179,394744,30-60,Delhi
LDSMFG_101180,477930,60-90,Karnataka
LDSMFG_101181,317572,60-90,UP
LDSMFG_101182,223803,60-90,Maharashtra
LDSMFG_101183,398518,60-90,UP
LDSMFG_101184,480774,60-90,Karnataka
LDSMFG_101185,398271,60-90,Karnataka
LDSMFG_101186,116317,60-90,UP
LDSMFG_101187,144789,30-60,Delhi
LDSMFG_101188,394593,30-60,UP
LDSMFG_101189,295843,60-90,Karnataka
LDSMFG_101190,78686,30-60,UP
LDSMFG_101191,72661,30-60,Tamil Nadu
LDSMFG_101192,49247,30-60,Maharashtra
LDSMFG_101193,250121,30-60,Maharashtra
LDSMFG_101194,152820,30-60,Maharashtra
LDSMFG_101195,372257,30-60,Karnataka
LDSMFG_101196,271765,30-60,Maharashtra
LDSMFG_101197,151106,30-60,UP
LDSMFG_101198,263930,30-60,Tamil Nadu
LDSMFG_101199,403342,30-60,UP
LDSMFG_101200,141194,90-180,UP
LDSMFG_101201,285174,30-60,Maharashtra
LDSMFG_101202,349982,60-90,Karnataka
LDSMFG_101203,351861,30-60,Tamil Nadu
LDSMFG_101204,453874,30-60,UP
LDSMFG_101205,43638,60-90,Delhi
LDSMFG_101206,334211,60-90,Karnataka
LDSMFG_101207,123033,30-60,Delhi
LDSMFG_101208,110977,30-60,Tamil Nadu
LDSMFG_101209,93869,30-60,Tamil Nadu
LDSMFG_101210,110186,90-180,Tamil Nadu
LDSMFG_101211,301818,30-60,UP
LDSMFG_101212,171926,30-60,Tamil Nadu
LDSMFG_101213,51271,90-180,Tamil Nadu
LDSMFG_101214,340832,30-60,Karnataka
LDSMFG_101215,436734,30-60,Karnataka
LDSMFG_101216,378220,30-60,Karnataka
LDSMFG_101217,146339,30-60,Maharashtra
LDSMFG_101218,226897,30-60,UP
