lead_code,sent_at,status,response_message,read_at
LDSMFG_179294,2025-01-28,READ,,2025-01-28 23:00:00
LDSMFG_102324,2025-01-12,READ,,2025-01-12 16:00:00
LDSMFG_144279,2025-01-08,DELIVERED,,
LDSMFG_185915,2025-01-29,READ,Pay link?,2025-01-29 12:00:00
LDSMFG_169652,2025-01-17,READ,Pay link?,2025-01-17 05:00:00
LDSMFG_171154,2025-01-17,DELIVERED,,
LDSMFG_148226,2025-01-30,READ,,2025-01-30 09:00:00
LDSMFG_183443,2025-01-26,DELIVERED,,
LDSMFG_182147,2025-01-28,READ,,2025-01-28 07:00:00
LDSMFG_125362,2025-01-27,DELIVERED,,
LDSMFG_179378,2025-01-14,DELIVERED,,
LDSMFG_154250,2025-01-13,READ,,2025-01-13 18:00:00
LDSMFG_129836,2025-01-24,DELIVERED,,
LDSMFG_165112,2025-01-01,FAILED,,
LDSMFG_131531,2025-01-15,DELIVERED,Wrong number,
LDSMFG_168056,2025-01-04,READ,Wrong number,2025-01-04 22:00:00
LDSMFG_190008,2025-01-06,READ,,2025-01-06 07:00:00
LDSMFG_199147,2025-01-26,READ,,2025-01-26 14:00:00
LDSMFG_184168,2025-01-14,DELIVERED,,
LDSMFG_157214,2025-01-10,DELIVERED,,
LDSMFG_187574,2025-01-10,FAILED,,
LDSMFG_184731,2025-01-16,READ,Pay link?,2025-01-16 13:00:00
LDSMFG_133274,2025-01-07,READ,,2025-01-07 07:00:00
LDSMFG_168982,2025-01-10,READ,,2025-01-10 01:00:00
LDSMFG_113154,2025-01-18,READ,,2025-01-18 13:00:00
LDSMFG_140950,2025-01-06,READ,,2025-01-06 08:00:00
LDSMFG_186563,2025-01-23,READ,,2025-01-23 08:00:00
LDSMFG_167097,2025-01-26,READ,,2025-01-26 03:00:00
LDSMFG_168847,2025-01-25,FAILED,,
LDSMFG_162639,2025-01-19,READ,,2025-01-19 20:00:00
LDSMFG_134853,2025-01-19,READ,,2025-01-19 12:00:00
LDSMFG_136431,2025-01-10,READ,Wrong number,2025-01-10 20:00:00
LDSMFG_121945,2025-01-18,DELIVERED,,
LDSMFG_110862,2025-01-07,DELIVERED,,
LDSMFG_155567,2025-01-09,DELIVERED,,
LDSMFG_150221,2025-01-16,DELIVERED,Wrong number,
LDSMFG_181781,2025-01-23,READ,,2025-01-23 22:00:00
LDSMFG_170107,2025-01-04,READ,,2025-01-04 07:00:00
LDSMFG_145212,2025-01-30,DELIVERED,,
LDSMFG_118612,2025-01-13,READ,,2025-01-13 01:00:00
LDSMFG_104942,2025-01-22,DELIVERED,,
LDSMFG_109932,2025-01-16,DELIVERED,,
LDSMFG_155390,2025-01-06,FAILED,Wrong number,
LDSMFG_160027,2025-01-08,DELIVERED,,
LDSMFG_119724,2025-01-29,DELIVERED,,
LDSMFG_174294,2025-01-20,DELIVERED,,
LDSMFG_184384,2025-01-22,DELIVERED,,
LDSMFG_193504,2025-01-23,DELIVERED,,
LDSMFG_111121,2025-01-23,FAILED,,
LDSMFG_149899,2025-01-29,READ,,2025-01-29 07:00:00
LDSMFG_113389,2025-01-17,DELIVERED,Wrong number,
LDSMFG_125125,2025-01-05,DELIVERED,,
LDSMFG_106921,2025-01-01,READ,,2025-01-01 14:00:00
LDSMFG_194498,2025-01-12,DELIVERED,,
LDSMFG_194103,2025-01-07,DELIVERED,,
LDSMFG_177680,2025-01-29,FAILED,,
LDSMFG_112913,2025-01-19,DELIVERED,,
LDSMFG_181718,2025-01-16,READ,Pay link?,2025-01-16 09:00:00
LDSMFG_131501,2025-01-23,DELIVERED,,
LDSMFG_198307,2025-01-11,DELIVERED,,
LDSMFG_160619,2025-01-09,FAILED,,
LDSMFG_149420,2025-01-18,DELIVERED,,
LDSMFG_149112,2025-01-07,READ,,2025-01-07 07:00:00
LDSMFG_130319,2025-01-14,READ,,2025-01-14 23:00:00
LDSMFG_113263,2025-01-14,READ,,2025-01-14 14:00:00
LDSMFG_131049,2025-01-07,READ,,2025-01-07 12:00:00
LDSMFG_139180,2025-01-13,READ,,2025-01-13 12:00:00
LDSMFG_126077,2025-01-24,READ,,2025-01-24 04:00:00
LDSMFG_195269,2025-01-14,READ,,2025-01-14 23:00:00
LDSMFG_136558,2025-01-05,READ,,2025-01-05 16:00:00
LDSMFG_101722,2025-01-24,READ,,2025-01-24 01:00:00
LDSMFG_110884,2025-01-22,DELIVERED,,
LDSMFG_176811,2025-01-05,DELIVERED,,
LDSMFG_147684,2025-01-02,DELIVERED,,
LDSMFG_187960,2025-01-21,DELIVERED,,
LDSMFG_191568,2025-01-14,FAILED,,
LDSMFG_110110,2025-01-10,DELIVERED,,
LDSMFG_127213,2025-01-02,FAILED,,
LDSMFG_120980,2025-01-01,READ,,2025-01-01 13:00:00
LDSMFG_115285,2025-01-02,READ,,2025-01-02 18:00:00
LDSMFG_158263,2025-01-20,READ,,2025-01-20 04:00:00
LDSMFG_166750,2025-01-13,READ,,2025-01-13 07:00:00
LDSMFG_156732,2025-01-25,DELIVERED,,
LDSMFG_158825,2025-01-18,READ,,2025-01-18 02:00:00
LDSMFG_172823,2025-01-21,READ,,2025-01-21 22:00:00
LDSMFG_123527,2025-01-12,READ,Pay link?,2025-01-12 13:00:00
LDSMFG_187022,2025-01-21,FAILED,,
LDSMFG_167236,2025-01-16,DELIVERED,,
LDSMFG_146585,2025-01-26,DELIVERED,,
LDSMFG_148283,2025-01-30,READ,,2025-01-30 04:00:00
LDSMFG_147036,2025-01-21,READ,,2025-01-21 18:00:00
LDSMFG_160166,2025-01-22,READ,Pay link?,2025-01-22 07:00:00
LDSMFG_114679,2025-01-16,DELIVERED,,
LDSMFG_122337,2025-01-24,DELIVERED,,
LDSMFG_173727,2025-01-23,DELIVERED,Pay link?,
LDSMFG_147066,2025-01-25,READ,,2025-01-25 17:00:00
LDSMFG_198680,2025-01-16,READ,,2025-01-16 12:00:00
LDSMFG_190908,2025-01-04,DELIVERED,,
LDSMFG_178756,2025-01-28,DELIVERED,,
LDSMFG_170944,2025-01-21,READ,,2025-01-21 15:00:00
LDSMFG_181552,2025-01-26,DELIVERED,,
LDSMFG_182369,2025-01-29,READ,,2025-01-29 19:00:00
LDSMFG_184858,2025-01-03,FAILED,,
LDSMFG_163918,2025-01-17,READ,,2025-01-17 13:00:00
LDSMFG_115797,2025-01-14,READ,,2025-01-14 08:00:00
LDSMFG_195582,2025-01-24,DELIVERED,,
LDSMFG_161007,2025-01-21,FAILED,,
LDSMFG_113697,2025-01-19,READ,,2025-01-19 22:00:00
LDSMFG_165291,2025-01-22,DELIVERED,Wrong number,
LDSMFG_186818,2025-01-27,READ,Pay link?,2025-01-27 09:00:00
LDSMFG_195638,2025-01-05,READ,,2025-01-05 11:00:00
LDSMFG_191369,2025-01-16,DELIVERED,,
LDSMFG_126622,2025-01-14,FAILED,Wrong number,
LDSMFG_131180,2025-01-27,FAILED,,
LDSMFG_181828,2025-01-25,READ,,2025-01-25 14:00:00
LDSMFG_127960,2025-01-16,FAILED,,
LDSMFG_180700,2025-01-18,DELIVERED,,
LDSMFG_118369,2025-01-13,READ,,2025-01-13 18:00:00
LDSMFG_121771,2025-01-29,DELIVERED,,
LDSMFG_188946,2025-01-09,READ,,2025-01-09 17:00:00
LDSMFG_127843,2025-01-27,DELIVERED,,
LDSMFG_182582,2025-01-09,DELIVERED,,
LDSMFG_183149,2025-01-28,READ,,2025-01-28 13:00:00
LDSMFG_108386,2025-01-05,DELIVERED,,
LDSMFG_108917,2025-01-24,DELIVERED,,
LDSMFG_170280,2025-01-13,DELIVERED,,
LDSMFG_172913,2025-01-14,READ,,2025-01-14 12:00:00
LDSMFG_140820,2025-01-13,DELIVERED,,
LDSMFG_191853,2025-01-23,READ,,2025-01-23 11:00:00
LDSMFG_181049,2025-01-08,DELIVERED,Pay link?,
LDSMFG_180202,2025-01-10,DELIVERED,Pay link?,
LDSMFG_135450,2025-01-07,READ,,2025-01-07 12:00:00
LDSMFG_161475,2025-01-18,DELIVERED,,
LDSMFG_164146,2025-01-28,FAILED,,
LDSMFG_103361,2025-01-20,READ,,2025-01-20 17:00:00
LDSMFG_181461,2025-01-23,READ,,2025-01-23 21:00:00
LDSMFG_183552,2025-01-16,READ,,2025-01-16 01:00:00
LDSMFG_118201,2025-01-05,FAILED,Wrong number,
LDSMFG_143606,2025-01-26,DELIVERED,,
LDSMFG_122077,2025-01-10,READ,,2025-01-10 16:00:00
LDSMFG_149538,2025-01-17,DELIVERED,,
LDSMFG_116553,2025-01-09,DELIVERED,,
LDSMFG_173745,2025-01-15,DELIVERED,,
LDSMFG_194004,2025-01-27,READ,,2025-01-27 12:00:00
LDSMFG_115803,2025-01-19,READ,,2025-01-19 20:00:00
LDSMFG_160024,2025-01-14,READ,,2025-01-14 21:00:00
LDSMFG_147142,2025-01-07,READ,,2025-01-07 20:00:00
LDSMFG_175271,2025-01-18,READ,,2025-01-18 07:00:00
LDSMFG_118802,2025-01-21,READ,,2025-01-21 13:00:00
LDSMFG_111419,2025-01-14,READ,Wrong number,2025-01-14 18:00:00
LDSMFG_185454,2025-01-07,READ,,2025-01-07 10:00:00
LDSMFG_192808,2025-01-27,DELIVERED,,
LDSMFG_143731,2025-01-28,DELIVERED,,
LDSMFG_196261,2025-01-12,DELIVERED,,
LDSMFG_198880,2025-01-26,DELIVERED,Wrong number,
LDSMFG_164407,2025-01-24,READ,,2025-01-24 19:00:00
LDSMFG_152340,2025-01-25,READ,,2025-01-25 04:00:00
LDSMFG_198261,2025-01-13,READ,,2025-01-13 12:00:00
LDSMFG_100944,2025-01-20,READ,,2025-01-20 02:00:00
LDSMFG_182893,2025-01-13,DELIVERED,,
LDSMFG_176148,2025-01-20,READ,,2025-01-20 05:00:00
LDSMFG_133273,2025-01-10,READ,,2025-01-10 14:00:00
LDSMFG_103046,2025-01-18,DELIVERED,,
LDSMFG_140574,2025-01-07,DELIVERED,,
LDSMFG_167176,2025-01-10,READ,,2025-01-10 20:00:00
LDSMFG_118045,2025-01-09,DELIVERED,,
LDSMFG_105339,2025-01-17,READ,,2025-01-17 22:00:00
LDSMFG_174292,2025-01-21,READ,,2025-01-21 21:00:00
LDSMFG_112714,2025-01-26,DELIVERED,,
LDSMFG_166571,2025-01-04,READ,,2025-01-04 20:00:00
LDSMFG_133940,2025-01-11,READ,,2025-01-11 23:00:00
LDSMFG_171454,2025-01-28,DELIVERED,,
LDSMFG_140960,2025-01-20,DELIVERED,,
LDSMFG_175271,2025-01-04,READ,,2025-01-04 14:00:00
LDSMFG_115095,2025-01-01,FAILED,,
LDSMFG_103087,2025-01-27,FAILED,Pay link?,
LDSMFG_130720,2025-01-23,DELIVERED,,
LDSMFG_165266,2025-01-24,DELIVERED,Wrong number,
LDSMFG_185715,2025-01-12,DELIVERED,,
LDSMFG_167619,2025-01-10,DELIVERED,,
LDSMFG_162583,2025-01-20,READ,,2025-01-20 15:00:00
LDSMFG_145881,2025-01-08,READ,Pay link?,2025-01-08 20:00:00
LDSMFG_143673,2025-01-26,DELIVERED,,
LDSMFG_175769,2025-01-28,READ,,2025-01-28 10:00:00
LDSMFG_195789,2025-01-24,DELIVERED,,
LDSMFG_175275,2025-01-18,FAILED,Wrong number,
LDSMFG_100629,2025-01-07,READ,,2025-01-07 08:00:00
LDSMFG_107618,2025-01-13,DELIVERED,Pay link?,
LDSMFG_198617,2025-01-30,DELIVERED,,
LDSMFG_118601,2025-01-18,READ,Wrong number,2025-01-18 16:00:00
LDSMFG_128869,2025-01-09,READ,,2025-01-09 21:00:00
LDSMFG_107369,2025-01-25,READ,,2025-01-25 06:00:00
LDSMFG_148798,2025-01-18,DELIVERED,,
LDSMFG_131813,2025-01-18,FAILED,Pay link?,
LDSMFG_186879,2025-01-25,READ,,2025-01-25 04:00:00
LDSMFG_195303,2025-01-29,DELIVERED,,
LDSMFG_109621,2025-01-25,DELIVERED,,
LDSMFG_119803,2025-01-11,FAILED,,
LDSMFG_134558,2025-01-01,DELIVERED,Wrong number,
LDSMFG_148899,2025-01-27,DELIVERED,,
LDSMFG_130351,2025-01-20,DELIVERED,,
LDSMFG_119413,2025-01-01,READ,,2025-01-01 04:00:00
LDSMFG_113150,2025-01-03,FAILED,,
LDSMFG_155112,2025-01-05,FAILED,,
LDSMFG_118851,2025-01-24,FAILED,Wrong number,
LDSMFG_161204,2025-01-27,DELIVERED,,
LDSMFG_134323,2025-01-10,FAILED,,
LDSMFG_191182,2025-01-26,DELIVERED,,
LDSMFG_124393,2025-01-02,READ,,2025-01-02 12:00:00
LDSMFG_197517,2025-01-12,READ,,2025-01-12 20:00:00
LDSMFG_133533,2025-01-18,DELIVERED,,
LDSMFG_100447,2025-01-18,READ,,2025-01-18 13:00:00
LDSMFG_131344,2025-01-18,READ,,2025-01-18 19:00:00
LDSMFG_179761,2025-01-18,READ,,2025-01-18 15:00:00
LDSMFG_187267,2025-01-28,READ,,2025-01-28 11:00:00
LDSMFG_147273,2025-01-17,READ,,2025-01-17 02:00:00
LDSMFG_144656,2025-01-16,DELIVERED,,
LDSMFG_112803,2025-01-13,DELIVERED,,
LDSMFG_166728,2025-01-01,READ,,2025-01-01 07:00:00
LDSMFG_152167,2025-01-20,FAILED,,
LDSMFG_116592,2025-01-06,DELIVERED,,
LDSMFG_163898,2025-01-19,READ,,2025-01-19 02:00:00
LDSMFG_152724,2025-01-13,READ,,2025-01-13 15:00:00
LDSMFG_146559,2025-01-01,DELIVERED,,
LDSMFG_121117,2025-01-13,DELIVERED,,
LDSMFG_187212,2025-01-11,READ,Pay link?,2025-01-11 02:00:00
LDSMFG_192185,2025-01-11,DELIVERED,,
LDSMFG_180166,2025-01-24,READ,,2025-01-24 08:00:00
LDSMFG_198197,2025-01-22,READ,Pay link?,2025-01-22 03:00:00
LDSMFG_163732,2025-01-02,READ,,2025-01-02 18:00:00
LDSMFG_124534,2025-01-25,DELIVERED,,
LDSMFG_132910,2025-01-01,DELIVERED,,
LDSMFG_118997,2025-01-12,DELIVERED,,
LDSMFG_167263,2025-01-22,READ,,2025-01-22 06:00:00
LDSMFG_136553,2025-01-26,DELIVERED,,
LDSMFG_106293,2025-01-17,FAILED,Wrong number,
LDSMFG_167498,2025-01-20,READ,,2025-01-20 05:00:00
LDSMFG_196353,2025-01-04,DELIVERED,,
LDSMFG_112416,2025-01-08,READ,,2025-01-08 01:00:00
LDSMFG_180114,2025-01-03,READ,,2025-01-03 22:00:00
LDSMFG_118283,2025-01-30,READ,,2025-01-30 22:00:00
LDSMFG_172974,2025-01-14,READ,,2025-01-14 03:00:00
LDSMFG_136559,2025-01-13,READ,,2025-01-13 18:00:00
LDSMFG_151791,2025-01-11,READ,,2025-01-11 02:00:00
LDSMFG_176148,2025-01-25,READ,,2025-01-25 22:00:00
LDSMFG_191261,2025-01-24,READ,,2025-01-24 15:00:00
LDSMFG_190086,2025-01-18,READ,,2025-01-18 12:00:00
LDSMFG_191140,2025-01-17,DELIVERED,,
LDSMFG_131805,2025-01-13,READ,,2025-01-13 13:00:00
LDSMFG_117511,2025-01-22,FAILED,Wrong number,
LDSMFG_182187,2025-01-23,FAILED,,
LDSMFG_156337,2025-01-26,READ,,2025-01-26 07:00:00
LDSMFG_199584,2025-01-03,DELIVERED,,
LDSMFG_177442,2025-01-05,READ,,2025-01-05 16:00:00
LDSMFG_186373,2025-01-03,READ,Wrong number,2025-01-03 03:00:00
LDSMFG_198724,2025-01-17,READ,,2025-01-17 17:00:00
LDSMFG_182850,2025-01-12,DELIVERED,,
LDSMFG_105768,2025-01-25,DELIVERED,,
LDSMFG_110820,2025-01-04,READ,,2025-01-04 18:00:00
LDSMFG_163550,2025-01-02,DELIVERED,,
LDSMFG_129515,2025-01-01,FAILED,,
LDSMFG_193967,2025-01-16,DELIVERED,,
LDSMFG_101617,2025-01-17,READ,,2025-01-17 02:00:00
LDSMFG_102380,2025-01-22,DELIVERED,,
LDSMFG_153801,2025-01-09,DELIVERED,,
LDSMFG_104928,2025-01-26,READ,,2025-01-26 16:00:00
LDSMFG_121355,2025-01-22,DELIVERED,,
LDSMFG_177730,2025-01-05,READ,Wrong number,2025-01-05 09:00:00
LDSMFG_173232,2025-01-25,READ,,2025-01-25 14:00:00
LDSMFG_163851,2025-01-05,DELIVERED,,
LDSMFG_131355,2025-01-05,READ,,2025-01-05 14:00:00
LDSMFG_142605,2025-01-30,READ,,2025-01-30 10:00:00
LDSMFG_175522,2025-01-29,DELIVERED,,
LDSMFG_188732,2025-01-06,READ,,2025-01-06 23:00:00
LDSMFG_137293,2025-01-20,READ,,2025-01-20 06:00:00
LDSMFG_106307,2025-01-29,READ,,2025-01-29 07:00:00
LDSMFG_100508,2025-01-06,READ,Wrong number,2025-01-06 10:00:00
LDSMFG_169134,2025-01-26,READ,,2025-01-26 07:00:00
LDSMFG_196949,2025-01-27,FAILED,,
LDSMFG_157839,2025-01-17,READ,,2025-01-17 05:00:00
LDSMFG_159815,2025-01-22,READ,,2025-01-22 13:00:00
LDSMFG_185736,2025-01-08,READ,,2025-01-08 06:00:00
LDSMFG_199860,2025-01-29,READ,,2025-01-29 12:00:00
LDSMFG_138898,2025-01-13,FAILED,,
LDSMFG_192955,2025-01-21,FAILED,,
LDSMFG_190911,2025-01-26,READ,,2025-01-26 23:00:00
LDSMFG_177248,2025-01-27,READ,,2025-01-27 15:00:00
LDSMFG_178538,2025-01-20,DELIVERED,Pay link?,
LDSMFG_116807,2025-01-05,READ,,2025-01-05 17:00:00
LDSMFG_168177,2025-01-11,READ,,2025-01-11 13:00:00
LDSMFG_185415,2025-01-26,DELIVERED,,
LDSMFG_198376,2025-01-05,READ,,2025-01-05 18:00:00
LDSMFG_104173,2025-01-06,DELIVERED,,
LDSMFG_197652,2025-01-25,FAILED,,
LDSMFG_119180,2025-01-18,READ,Pay link?,2025-01-18 10:00:00
LDSMFG_111161,2025-01-10,READ,,2025-01-10 19:00:00
LDSMFG_114216,2025-01-08,READ,,2025-01-08 12:00:00
LDSMFG_167224,2025-01-09,READ,,2025-01-09 21:00:00
LDSMFG_182548,2025-01-07,FAILED,,
LDSMFG_197244,2025-01-03,DELIVERED,,
LDSMFG_198335,2025-01-29,READ,Pay link?,2025-01-29 10:00:00
LDSMFG_131315,2025-01-22,READ,,2025-01-22 03:00:00
LDSMFG_144321,2025-01-08,DELIVERED,Pay link?,
LDSMFG_180944,2025-01-16,READ,,2025-01-16 06:00:00
LDSMFG_154660,2025-01-07,READ,,2025-01-07 16:00:00
LDSMFG_163529,2025-01-09,DELIVERED,,
LDSMFG_160694,2025-01-02,FAILED,,
LDSMFG_193762,2025-01-08,DELIVERED,,
LDSMFG_173611,2025-01-04,DELIVERED,,
LDSMFG_168967,2025-01-19,READ,,2025-01-19 03:00:00
LDSMFG_130185,2025-01-20,DELIVERED,,
LDSMFG_104456,2025-01-05,READ,,2025-01-05 14:00:00
LDSMFG_183408,2025-01-22,READ,,2025-01-22 01:00:00
LDSMFG_185462,2025-01-03,DELIVERED,,
LDSMFG_145886,2025-01-20,READ,,2025-01-20 21:00:00
LDSMFG_179526,2025-01-28,READ,,2025-01-28 01:00:00
LDSMFG_125384,2025-01-22,DELIVERED,,
LDSMFG_199866,2025-01-17,DELIVERED,,
LDSMFG_186832,2025-01-22,DELIVERED,Wrong number,
LDSMFG_119882,2025-01-21,READ,,2025-01-21 19:00:00
LDSMFG_131247,2025-01-03,DELIVERED,,
LDSMFG_196939,2025-01-12,FAILED,,
LDSMFG_107703,2025-01-29,READ,Wrong number,2025-01-29 19:00:00
LDSMFG_166782,2025-01-18,DELIVERED,,
LDSMFG_131812,2025-01-02,READ,Wrong number,2025-01-02 06:00:00
LDSMFG_148801,2025-01-03,DELIVERED,,
LDSMFG_175414,2025-01-08,FAILED,Wrong number,
LDSMFG_150739,2025-01-26,READ,Pay link?,2025-01-26 21:00:00
LDSMFG_193947,2025-01-19,DELIVERED,,
LDSMFG_188487,2025-01-06,DELIVERED,,
LDSMFG_130184,2025-01-06,READ,,2025-01-06 23:00:00
LDSMFG_175775,2025-01-09,READ,,2025-01-09 18:00:00
LDSMFG_185337,2025-01-23,DELIVERED,,
LDSMFG_103325,2025-01-01,READ,,2025-01-01 11:00:00
LDSMFG_148097,2025-01-24,READ,,2025-01-24 14:00:00
LDSMFG_137372,2025-01-19,READ,,2025-01-19 22:00:00
LDSMFG_153559,2025-01-15,READ,,2025-01-15 21:00:00
LDSMFG_126407,2025-01-04,DELIVERED,,
LDSMFG_119316,2025-01-25,FAILED,Wrong number,
LDSMFG_174493,2025-01-25,DELIVERED,,
LDSMFG_187605,2025-01-27,DELIVERED,,
LDSMFG_107070,2025-01-26,READ,,2025-01-26 07:00:00
LDSMFG_178299,2025-01-14,DELIVERED,,
LDSMFG_172095,2025-01-26,READ,,2025-01-26 02:00:00
LDSMFG_158545,2025-01-12,READ,,2025-01-12 13:00:00
LDSMFG_151352,2025-01-06,READ,,2025-01-06 14:00:00
LDSMFG_126119,2025-01-24,DELIVERED,,
LDSMFG_110533,2025-01-23,READ,,2025-01-23 16:00:00
LDSMFG_156023,2025-01-22,READ,,2025-01-22 14:00:00
LDSMFG_183417,2025-01-03,READ,,2025-01-03 21:00:00
LDSMFG_153939,2025-01-10,READ,,2025-01-10 10:00:00
LDSMFG_185431,2025-01-19,DELIVERED,,
LDSMFG_193861,2025-01-23,READ,,2025-01-23 02:00:00
LDSMFG_115830,2025-01-29,READ,,2025-01-29 06:00:00
LDSMFG_103930,2025-01-17,READ,,2025-01-17 18:00:00
LDSMFG_139093,2025-01-29,DELIVERED,,
LDSMFG_166436,2025-01-14,READ,,2025-01-14 01:00:00
LDSMFG_176814,2025-01-30,DELIVERED,,
LDSMFG_108359,2025-01-05,DELIVERED,,
LDSMFG_169332,2025-01-27,READ,,2025-01-27 12:00:00
LDSMFG_160191,2025-01-20,DELIVERED,,
LDSMFG_175472,2025-01-29,READ,,2025-01-29 20:00:00
LDSMFG_126852,2025-01-04,DELIVERED,,
LDSMFG_169156,2025-01-04,DELIVERED,,
LDSMFG_113569,2025-01-14,DELIVERED,,
LDSMFG_191660,2025-01-30,READ,,2025-01-30 05:00:00
LDSMFG_168201,2025-01-12,READ,,2025-01-12 03:00:00
LDSMFG_194581,2025-01-10,READ,,2025-01-10 11:00:00
LDSMFG_151021,2025-01-25,READ,,2025-01-25 16:00:00
LDSMFG_164566,2025-01-08,DELIVERED,,
LDSMFG_110318,2025-01-21,READ,Wrong number,2025-01-21 21:00:00
LDSMFG_160223,2025-01-13,DELIVERED,,
LDSMFG_116399,2025-01-19,DELIVERED,,
LDSMFG_116766,2025-01-21,FAILED,,
LDSMFG_154326,2025-01-27,READ,,2025-01-27 23:00:00
LDSMFG_116806,2025-01-08,DELIVERED,,
LDSMFG_174527,2025-01-03,READ,,2025-01-03 22:00:00
LDSMFG_186164,2025-01-30,READ,,2025-01-30 19:00:00
LDSMFG_116462,2025-01-24,READ,,2025-01-24 19:00:00
LDSMFG_132400,2025-01-04,FAILED,,
LDSMFG_161006,2025-01-05,READ,,2025-01-05 05:00:00
LDSMFG_191631,2025-01-12,DELIVERED,,
LDSMFG_198786,2025-01-25,READ,Pay link?,2025-01-25 01:00:00
LDSMFG_193545,2025-01-04,DELIVERED,,
LDSMFG_109090,2025-01-25,READ,,2025-01-25 21:00:00
LDSMFG_120351,2025-01-03,DELIVERED,,
LDSMFG_159493,2025-01-19,READ,,2025-01-19 23:00:00
LDSMFG_164051,2025-01-16,FAILED,,
LDSMFG_162403,2025-01-08,READ,,2025-01-08 18:00:00
LDSMFG_194265,2025-01-29,DELIVERED,Pay link?,
LDSMFG_192642,2025-01-07,DELIVERED,,
LDSMFG_198482,2025-01-18,DELIVERED,,
LDSMFG_179475,2025-01-13,READ,,2025-01-13 04:00:00
LDSMFG_119591,2025-01-25,DELIVERED,,
LDSMFG_166203,2025-01-24,READ,,2025-01-24 18:00:00
LDSMFG_146377,2025-01-16,READ,,2025-01-16 20:00:00
LDSMFG_196332,2025-01-14,FAILED,,
LDSMFG_170313,2025-01-16,DELIVERED,,
LDSMFG_156338,2025-01-22,DELIVERED,Pay link?,
LDSMFG_127557,2025-01-27,READ,,2025-01-27 01:00:00
LDSMFG_108260,2025-01-05,READ,,2025-01-05 18:00:00
LDSMFG_195796,2025-01-05,READ,,2025-01-05 10:00:00
LDSMFG_111472,2025-01-23,DELIVERED,,
LDSMFG_192707,2025-01-13,FAILED,,
LDSMFG_166546,2025-01-14,FAILED,,
LDSMFG_155906,2025-01-14,READ,,2025-01-14 07:00:00
LDSMFG_138104,2025-01-28,READ,,2025-01-28 14:00:00
LDSMFG_145000,2025-01-12,READ,,2025-01-12 13:00:00
LDSMFG_110457,2025-01-28,FAILED,,
LDSMFG_145784,2025-01-04,DELIVERED,,
LDSMFG_149953,2025-01-05,DELIVERED,Wrong number,
LDSMFG_110686,2025-01-05,DELIVERED,,
LDSMFG_171801,2025-01-01,FAILED,,
LDSMFG_106640,2025-01-04,READ,,2025-01-04 08:00:00
LDSMFG_128827,2025-01-23,READ,,2025-01-23 09:00:00
LDSMFG_160100,2025-01-01,READ,Pay link?,2025-01-01 23:00:00
LDSMFG_147679,2025-01-04,READ,Wrong number,2025-01-04 21:00:00
LDSMFG_174966,2025-01-26,DELIVERED,,
LDSMFG_183006,2025-01-05,FAILED,,
LDSMFG_138961,2025-01-18,DELIVERED,,
LDSMFG_148177,2025-01-22,READ,,2025-01-22 22:00:00
LDSMFG_162517,2025-01-16,DELIVERED,,
LDSMFG_179974,2025-01-06,DELIVERED,,
LDSMFG_168936,2025-01-01,READ,,2025-01-01 14:00:00
LDSMFG_145060,2025-01-22,READ,,2025-01-22 18:00:00
LDSMFG_127805,2025-01-15,FAILED,,
LDSMFG_125633,2025-01-09,READ,,2025-01-09 19:00:00
LDSMFG_134950,2025-01-16,READ,Wrong number,2025-01-16 10:00:00
LDSMFG_174726,2025-01-26,FAILED,,
LDSMFG_176647,2025-01-28,DELIVERED,,
LDSMFG_123251,2025-01-07,DELIVERED,,
LDSMFG_189911,2025-01-26,READ,,2025-01-26 08:00:00
LDSMFG_134528,2025-01-25,DELIVERED,,
LDSMFG_190838,2025-01-19,READ,,2025-01-19 20:00:00
LDSMFG_118352,2025-01-09,DELIVERED,,
LDSMFG_180245,2025-01-07,READ,,2025-01-07 03:00:00
LDSMFG_165399,2025-01-02,READ,,2025-01-02 19:00:00
LDSMFG_125208,2025-01-24,READ,Pay link?,2025-01-24 13:00:00
LDSMFG_107166,2025-01-11,READ,,2025-01-11 05:00:00
LDSMFG_167649,2025-01-30,READ,,2025-01-30 05:00:00
LDSMFG_122133,2025-01-12,DELIVERED,,
LDSMFG_139703,2025-01-01,READ,,2025-01-01 01:00:00
LDSMFG_100049,2025-01-14,READ,,2025-01-14 18:00:00
LDSMFG_158019,2025-01-18,DELIVERED,,
LDSMFG_187333,2025-01-25,DELIVERED,,
LDSMFG_170932,2025-01-21,DELIVERED,,
LDSMFG_155334,2025-01-28,READ,,2025-01-28 02:00:00
LDSMFG_157895,2025-01-15,DELIVERED,,
LDSMFG_138715,2025-01-07,READ,,2025-01-07 02:00:00
LDSMFG_155210,2025-01-01,DELIVERED,Pay link?,
LDSMFG_126414,2025-01-19,READ,,2025-01-19 18:00:00
LDSMFG_193290,2025-01-17,READ,,2025-01-17 08:00:00
LDSMFG_198783,2025-01-26,DELIVERED,,
LDSMFG_179360,2025-01-17,DELIVERED,,
LDSMFG_189319,2025-01-22,READ,,2025-01-22 02:00:00
LDSMFG_179346,2025-01-02,DELIVERED,,
LDSMFG_134103,2025-01-22,DELIVERED,,
LDSMFG_171496,2025-01-22,READ,,2025-01-22 10:00:00
LDSMFG_163221,2025-01-09,DELIVERED,,
LDSMFG_157590,2025-01-23,DELIVERED,Pay link?,
