id,lead_code,suggested_action,TARGET
510,LDSMFG_100509,ACTION_HUMAN_CALL,0.27
511,LDSMFG_100510,ACTION_FIELD,0.47
512,LDSMFG_100511,ACTION_DIGITAL,0.66
513,LDSMFG_100512,ACTION_FIELD,0.38
514,LDSMFG_100513,ACTION_HUMAN_CALL,0.62
515,LDSMFG_100514,ACTION_FIELD,0.46
516,LDSMFG_100515,ACTION_DIGITAL,0.64
517,LDSMFG_100516,ACTION_BOT,0.55
518,LDSMFG_100517,ACTION_BOT,0.35
519,LDSMFG_100518,ACTION_FIELD,0.44
520,LDSMFG_100519,ACTION_DIGITAL,0.23
521,LDSMFG_100520,ACTION_FIELD,0.34
522,LDSMFG_100521,ACTION_FIELD,0.43
523,LDSMFG_100522,ACTION_DIGITAL,0.26
524,LDSMFG_100523,ACTION_BOT,0.46
525,LDSMFG_100524,ACTION_FIELD,0.67
526,LDSMFG_100525,ACTION_BOT,0.4
527,LDSMFG_100526,ACTION_FIELD,0.4
528,LDSMFG_100527,ACTION_HUMAN_CALL,0.52
529,LDSMFG_100528,ACTION_FIELD,0.34
530,LDSMFG_100529,ACTION_DIGITAL,0.59
531,LDSMFG_100530,ACTION_HUMAN_CALL,0.17
532,LDSMFG_100531,ACTION_DIGITAL,0.51
533,LDSMFG_100532,ACTION_HUMAN_CALL,0.31
534,LDSMFG_100533,ACTION_DIGITAL,0.83
535,LDSMFG_100534,ACTION_FIELD,0.36
536,LDSMFG_100535,ACTION_BOT,0.5
537,LDSMFG_100536,ACTION_DIGITAL,0.89
538,LDSMFG_100537,ACTION_DIGITAL,0.58
539,LDSMFG_100538,ACTION_HUMAN_CALL,0.11
540,LDSMFG_100539,ACTION_BOT,0.21
541,LDSMFG_100540,ACTION_FIELD,0.65
542,LDSMFG_100541,ACTION_DIGITAL,0.53
543,LDSMFG_100542,ACTION_FIELD,0.36
544,LDSMFG_100543,ACTION_BOT,0.46
545,LDSMFG_100544,ACTION_DIGITAL,0.8
546,LDSMFG_100545,ACTION_FIELD,0.42
547,LDSMFG_100546,ACTION_HUMAN_CALL,0.23
548,LDSMFG_100547,ACTION_HUMAN_CALL,0.36
549,LDSMFG_100548,ACTION_HUMAN_CALL,0.47
550,LDSMFG_100549,ACTION_DIGITAL,0.32
551,LDSMFG_100550,ACTION_BOT,0.59
552,LDSMFG_100551,ACTION_BOT,0.5
553,LDSMFG_100552,ACTION_BOT,0.28
554,LDSMFG_100553,ACTION_HUMAN_CALL,0.21
555,LDSMFG_100554,ACTION_DIGITAL,0.32
556,LDSMFG_100555,ACTION_BOT,0.66
557,LDSMFG_100556,ACTION_DIGITAL,0.3
558,LDSMFG_100557,ACTION_BOT,0.52
559,LDSMFG_100558,ACTION_BOT,0.44
560,LDSMFG_100559,ACTION_FIELD,0.76
561,LDSMFG_100560,ACTION_FIELD,0.51
562,LDSMFG_100561,ACTION_FIELD,0.35
563,LDSMFG_100562,ACTION_HUMAN_CALL,0.29
564,LDSMFG_100563,ACTION_BOT,0.52
565,LDSMFG_100564,ACTION_FIELD,0.66
566,LDSMFG_100565,ACTION_DIGITAL,0.3
567,LDSMFG_100566,ACTION_DIGITAL,0.33
568,LDSMFG_100567,ACTION_FIELD,0.38
569,LDSMFG_100568,ACTION_HUMAN_CALL,0.45
570,LDSMFG_100569,ACTION_DIGITAL,0.79
571,LDSMFG_100570,ACTION_FIELD,0.76
572,LDSMFG_100571,ACTION_DIGITAL,0.4
573,LDSMFG_100572,ACTION_DIGITAL,0.72
574,LDSMFG_100573,ACTION_FIELD,0.4
575,LDSMFG_100574,ACTION_HUMAN_CALL,0.72
576,LDSMFG_100575,ACTION_BOT,0.28
577,LDSMFG_100576,ACTION_FIELD,0.36
578,LDSMFG_100577,ACTION_FIELD,0.36
579,LDSMFG_100578,ACTION_HUMAN_CALL,0.61
580,LDSMFG_100579,ACTION_BOT,0.34
581,LDSMFG_100580,ACTION_FIELD,0.47
582,LDSMFG_100581,ACTION_DIGITAL,0.71
583,LDSMFG_100582,ACTION_HUMAN_CALL,0.3
584,LDSMFG_100583,ACTION_DIGITAL,0.43
585,LDSMFG_100584,ACTION_HUMAN_CALL,0.44
586,LDSMFG_100585,ACTION_HUMAN_CALL,0.18
587,LDSMFG_100586,ACTION_DIGITAL,0.72
588,LDSMFG_100587,ACTION_DIGITAL,0.41
589,LDSMFG_100588,ACTION_DIGITAL,0.69
590,LDSMFG_100589,ACTION_DIGITAL,0.71
591,LDSMFG_100590,ACTION_DIGITAL,0.66
592,LDSMFG_100591,ACTION_HUMAN_CALL,0.66
593,LDSMFG_100592,ACTION_FIELD,0.8
594,LDSMFG_100593,ACTION_FIELD,0.42
595,LDSMFG_100594,ACTION_DIGITAL,0.74
596,LDSMFG_100595,ACTION_FIELD,0.45
597,LDSMFG_100596,ACTION_DIGITAL,0.64
598,LDSMFG_100597,ACTION_HUMAN_CALL,0.55
599,LDSMFG_100598,ACTION_FIELD,0.71
600,LDSMFG_100599,ACTION_DIGITAL,0.45
601,LDSMFG_100600,ACTION_DIGITAL,0.4
602,LDSMFG_100601,ACTION_BOT,0.44
603,LDSMFG_100602,ACTION_BOT,0.6
604,LDSMFG_100603,ACTION_HUMAN_CALL,0.39
605,LDSMFG_100604,ACTION_BOT,0.17
606,LDSMFG_100605,ACTION_BOT,0.05
607,LDSMFG_100606,ACTION_FIELD,0.67
608,LDSMFG_100607,ACTION_DIGITAL,0.54
609,LDSMFG_100608,ACTION_DIGITAL,0.53
610,LDSMFG_100609,ACTION_HUMAN_CALL,0.23
611,LDSMFG_100610,ACTION_DIGITAL,0.66
612,LDSMFG_100611,ACTION_DIGITAL,0.7
613,LDSMFG_100612,ACTION_DIGITAL,0.47
614,LDSMFG_100613,ACTION_BOT,0.37
615,LDSMFG_100614,ACTION_HUMAN_CALL,0.58
616,LDSMFG_100615,ACTION_HUMAN_CALL,0.39
617,LDSMFG_100616,ACTION_HUMAN_CALL,0.67
618,LDSMFG_100617,ACTION_BOT,0.14
619,LDSMFG_100618,ACTION_BOT,0.19
620,LDSMFG_100619,ACTION_FIELD,0.42
621,LDSMFG_100620,ACTION_BOT,0.35
622,LDSMFG_100621,ACTION_BOT,0.76
623,LDSMFG_100622,ACTION_BOT,0.6
624,LDSMFG_100623,ACTION_FIELD,0.48
625,LDSMFG_100624,ACTION_DIGITAL,0.62
626,LDSMFG_100625,ACTION_HUMAN_CALL,0.28
627,LDSMFG_100626,ACTION_DIGITAL,0.56
628,LDSMFG_100627,ACTION_FIELD,0.41
629,LDSMFG_100628,ACTION_DIGITAL,0.57
630,LDSMFG_100629,ACTION_DIGITAL,0.55
631,LDSMFG_100630,ACTION_BOT,0.31
632,LDSMFG_100631,ACTION_FIELD,0.71
633,LDSMFG_100632,ACTION_FIELD,0.33
634,LDSMFG_100633,ACTION_HUMAN_CALL,0.74
635,LDSMFG_100634,ACTION_DIGITAL,0.43
636,LDSMFG_100635,ACTION_HUMAN_CALL,0.39
637,LDSMFG_100636,ACTION_FIELD,0.68
638,LDSMFG_100637,ACTION_BOT,0.13
639,LDSMFG_100638,ACTION_DIGITAL,0.49
640,LDSMFG_100639,ACTION_HUMAN_CALL,0.63
641,LDSMFG_100640,ACTION_FIELD,0.81
642,LDSMFG_100641,ACTION_HUMAN_CALL,0.4
643,LDSMFG_100642,ACTION_DIGITAL,0.36
644,LDSMFG_100643,ACTION_FIELD,0.38
645,LDSMFG_100644,ACTION_HUMAN_CALL,0.25
646,LDSMFG_100645,ACTION_DIGITAL,0.27
647,LDSMFG_100646,ACTION_HUMAN_CALL,0.04
648,LDSMFG_100647,ACTION_FIELD,0.8
649,LDSMFG_100648,ACTION_HUMAN_CALL,0.85
650,LDSMFG_100649,ACTION_FIELD,0.44
651,LDSMFG_100650,ACTION_BOT,0.49
652,LDSMFG_100651,ACTION_DIGITAL,0.45
653,LDSMFG_100652,ACTION_DIGITAL,0.54
654,LDSMFG_100653,ACTION_HUMAN_CALL,0.81
655,LDSMFG_100654,ACTION_BOT,0.33
656,LDSMFG_100655,ACTION_BOT,0.18
657,LDSMFG_100656,ACTION_BOT,0.18
658,LDSMFG_100657,ACTION_FIELD,0.73
659,LDSMFG_100658,ACTION_FIELD,0.51
660,LDSMFG_100659,ACTION_FIELD,0.47
661,LDSMFG_100660,ACTION_DIGITAL,0.53
662,LDSMFG_100661,ACTION_DIGITAL,0.13
663,LDSMFG_100662,ACTION_HUMAN_CALL,0.52
664,LDSMFG_100663,ACTION_DIGITAL,0.22
665,LDSMFG_100664,ACTION_FIELD,0.32
666,LDSMFG_100665,ACTION_HUMAN_CALL,0.41
667,LDSMFG_100666,ACTION_HUMAN_CALL,0.34
668,LDSMFG_100667,ACTION_FIELD,0.32
669,LDSMFG_100668,ACTION_DIGITAL,0.86
670,LDSMFG_100669,ACTION_DIGITAL,0.57
671,LDSMFG_100670,ACTION_HUMAN_CALL,0.35
672,LDSMFG_100671,ACTION_DIGITAL,0.38
673,LDSMFG_100672,ACTION_BOT,0.13
674,LDSMFG_100673,ACTION_FIELD,0.43
675,LDSMFG_100674,ACTION_HUMAN_CALL,0.4
676,LDSMFG_100675,ACTION_BOT,0.53
677,LDSMFG_100676,ACTION_HUMAN_CALL,0.44
678,LDSMFG_100677,ACTION_DIGITAL,0.6
679,LDSMFG_100678,ACTION_DIGITAL,0.28
680,LDSMFG_100679,ACTION_BOT,0.43
681,LDSMFG_100680,ACTION_HUMAN_CALL,0.28
682,LDSMFG_100681,ACTION_BOT,0.59
683,LDSMFG_100682,ACTION_FIELD,0.38
684,LDSMFG_100683,ACTION_DIGITAL,0.36
685,LDSMFG_100684,ACTION_HUMAN_CALL,0.49
686,LDSMFG_100685,ACTION_BOT,0.27
687,LDSMFG_100686,ACTION_FIELD,0.4
688,LDSMFG_100687,ACTION_HUMAN_CALL,0.5
689,LDSMFG_100688,ACTION_BOT,0.41
690,LDSMFG_100689,ACTION_DIGITAL,0.44
691,LDSMFG_100690,ACTION_DIGITAL,0.77
692,LDSMFG_100691,ACTION_BOT,0.32
693,LDSMFG_100692,ACTION_HUMAN_CALL,0.14
694,LDSMFG_100693,ACTION_BOT,0.59
695,LDSMFG_100694,ACTION_DIGITAL,0.59
696,LDSMFG_100695,ACTION_FIELD,0.33
697,LDSMFG_100696,ACTION_FIELD,0.39
698,LDSMFG_100697,ACTION_FIELD,0.75
699,LDSMFG_100698,ACTION_HUMAN_CALL,0.62
700,LDSMFG_100699,ACTION_DIGITAL,0.65
701,LDSMFG_100700,ACTION_FIELD,0.38
702,LDSMFG_100701,ACTION_HUMAN_CALL,0.63
703,LDSMFG_100702,ACTION_BOT,0.43
704,LDSMFG_100703,ACTION_BOT,0.2
705,LDSMFG_100704,ACTION_HUMAN_CALL,0.54
706,LDSMFG_100705,ACTION_DIGITAL,0.74
707,LDSMFG_100706,ACTION_BOT,0.62
708,LDSMFG_100707,ACTION_FIELD,0.79
709,LDSMFG_100708,ACTION_FIELD,0.31
710,LDSMFG_100709,ACTION_BOT,0.22
711,LDSMFG_100710,ACTION_FIELD,0.4
712,LDSMFG_100711,ACTION_FIELD,0.45
713,LDSMFG_100712,ACTION_HUMAN_CALL,0.48
714,LDSMFG_100713,ACTION_FIELD,0.5
715,LDSMFG_100714,ACTION_BOT,0.43
716,LDSMFG_100715,ACTION_BOT,0.06
717,LDSMFG_100716,ACTION_FIELD,0.66
718,LDSMFG_100717,ACTION_HUMAN_CALL,0.37
719,LDSMFG_100718,ACTION_DIGITAL,0.84
720,LDSMFG_100719,ACTION_FIELD,0.4
721,LDSMFG_100720,ACTION_BOT,0.6
722,LDSMFG_100721,ACTION_BOT,0.48
723,LDSMFG_100722,ACTION_FIELD,0.37
724,LDSMFG_100723,ACTION_HUMAN_CALL,0.42
725,LDSMFG_100724,ACTION_HUMAN_CALL,0.31
726,LDSMFG_100725,ACTION_HUMAN_CALL,0.18
727,LDSMFG_100726,ACTION_DIGITAL,0.13
728,LDSMFG_100727,ACTION_FIELD,0.36
729,LDSMFG_100728,ACTION_HUMAN_CALL,0.46
730,LDSMFG_100729,ACTION_BOT,0.55
731,LDSMFG_100730,ACTION_FIELD,0.52
732,LDSMFG_100731,ACTION_DIGITAL,0.24
733,LDSMFG_100732,ACTION_BOT,0.1
734,LDSMFG_100733,ACTION_FIELD,0.37
735,LDSMFG_100734,ACTION_FIELD,0.52
736,LDSMFG_100735,ACTION_FIELD,0.34
737,LDSMFG_100736,ACTION_DIGITAL,0.68
738,LDSMFG_100737,ACTION_FIELD,0.39
739,LDSMFG_100738,ACTION_HUMAN_CALL,0.4
740,LDSMFG_100739,ACTION_HUMAN_CALL,0.69
741,LDSMFG_100740,ACTION_BOT,0.67
742,LDSMFG_100741,ACTION_FIELD,0.38
743,LDSMFG_100742,ACTION_HUMAN_CALL,0.38
744,LDSMFG_100743,ACTION_BOT,0.41
745,LDSMFG_100744,ACTION_FIELD,0.45
746,LDSMFG_100745,ACTION_DIGITAL,0.67
747,LDSMFG_100746,ACTION_FIELD,0.4
748,LDSMFG_100747,ACTION_DIGITAL,0.27
749,LDSMFG_100748,ACTION_DIGITAL,0.23
750,LDSMFG_100749,ACTION_BOT,0.63
751,LDSMFG_100750,ACTION_BOT,0.27
752,LDSMFG_100751,ACTION_BOT,0.46
753,LDSMFG_100752,ACTION_HUMAN_CALL,0.24
754,LDSMFG_100753,ACTION_BOT,0.14
755,LDSMFG_100754,ACTION_BOT,0.21
756,LDSMFG_100755,ACTION_HUMAN_CALL,0.38
757,LDSMFG_100756,ACTION_DIGITAL,0.29
758,LDSMFG_100757,ACTION_FIELD,0.41
759,LDSMFG_100758,ACTION_HUMAN_CALL,0.09
760,LDSMFG_100759,ACTION_HUMAN_CALL,0.65
761,LDSMFG_100760,ACTION_HUMAN_CALL,0.42
762,LDSMFG_100761,ACTION_DIGITAL,0.29
763,LDSMFG_100762,ACTION_FIELD,0.46
764,LDSMFG_100763,ACTION_BOT,0.24
765,LDSMFG_100764,ACTION_BOT,0.01
766,LDSMFG_100765,ACTION_BOT,0.1
767,LDSMFG_100766,ACTION_BOT,0.45
768,LDSMFG_100767,ACTION_DIGITAL,0.43
769,LDSMFG_100768,ACTION_DIGITAL,0.33
770,LDSMFG_100769,ACTION_BOT,0.33
771,LDSMFG_100770,ACTION_BOT,0.42
772,LDSMFG_100771,ACTION_HUMAN_CALL,0.49
773,LDSMFG_100772,ACTION_HUMAN_CALL,0.5
774,LDSMFG_100773,ACTION_FIELD,0.66
775,LDSMFG_100774,ACTION_HUMAN_CALL,0.72
776,LDSMFG_100775,ACTION_DIGITAL,0.34
777,LDSMFG_100776,ACTION_FIELD,0.73
778,LDSMFG_100777,ACTION_HUMAN_CALL,0.53
779,LDSMFG_100778,ACTION_HUMAN_CALL,0.17
780,LDSMFG_100779,ACTION_HUMAN_CALL,0.48
781,LDSMFG_100780,ACTION_HUMAN_CALL,0.65
782,LDSMFG_100781,ACTION_DIGITAL,0.2
783,LDSMFG_100782,ACTION_DIGITAL,0.89
784,LDSMFG_100783,ACTION_HUMAN_CALL,0.33
785,LDSMFG_100784,ACTION_BOT,0.5
786,LDSMFG_100785,ACTION_DIGITAL,0.51
787,LDSMFG_100786,ACTION_DIGITAL,0.68
788,LDSMFG_100787,ACTION_DIGITAL,0.32
789,LDSMFG_100788,ACTION_FIELD,0.46
790,LDSMFG_100789,ACTION_FIELD,0.42
791,LDSMFG_100790,ACTION_BOT,0.39
792,LDSMFG_100791,ACTION_FIELD,0.34
793,LDSMFG_100792,ACTION_HUMAN_CALL,0.18
794,LDSMFG_100793,ACTION_FIELD,0.71
795,LDSMFG_100794,ACTION_FIELD,0.45
796,LDSMFG_100795,ACTION_HUMAN_CALL,0.31
797,LDSMFG_100796,ACTION_DIGITAL,0.76
798,LDSMFG_100797,ACTION_DIGITAL,0.3
799,LDSMFG_100798,ACTION_FIELD,0.44
800,LDSMFG_100799,ACTION_BOT,0.25
801,LDSMFG_100800,ACTION_BOT,0.24
802,LDSMFG_100801,ACTION_FIELD,0.39
803,LDSMFG_100802,ACTION_DIGITAL,0.28
804,LDSMFG_100803,ACTION_DIGITAL,0.76
805,LDSMFG_100804,ACTION_DIGITAL,0.44
806,LDSMFG_100805,ACTION_DIGITAL,0.33
807,LDSMFG_100806,ACTION_FIELD,0.35
808,LDSMFG_100807,ACTION_FIELD,0.31
809,LDSMFG_100808,ACTION_DIGITAL,0.48
810,LDSMFG_100809,ACTION_BOT,0.29
811,LDSMFG_100810,ACTION_FIELD,0.36
812,LDSMFG_100811,ACTION_BOT,0.48
813,LDSMFG_100812,ACTION_DIGITAL,0.6
814,LDSMFG_100813,ACTION_DIGITAL,0.32
815,LDSMFG_100814,ACTION_DIGITAL,0.86
816,LDSMFG_100815,ACTION_BOT,0.42
817,LDSMFG_100816,ACTION_FIELD,0.33
818,LDSMFG_100817,ACTION_BOT,0.06
819,LDSMFG_100818,ACTION_BOT,0.44
820,LDSMFG_100819,ACTION_FIELD,0.39
821,LDSMFG_100820,ACTION_HUMAN_CALL,0.13
822,LDSMFG_100821,ACTION_FIELD,0.83
823,LDSMFG_100822,ACTION_FIELD,0.42
824,LDSMFG_100823,ACTION_HUMAN_CALL,0.61
825,LDSMFG_100824,ACTION_BOT,0.73
826,LDSMFG_100825,ACTION_DIGITAL,0.31
827,LDSMFG_100826,ACTION_FIELD,0.4
828,LDSMFG_100827,ACTION_BOT,0.47
829,LDSMFG_100828,ACTION_BOT,0.75
830,LDSMFG_100829,ACTION_DIGITAL,0.55
831,LDSMFG_100830,ACTION_DIGITAL,0.54
832,LDSMFG_100831,ACTION_DIGITAL,0.62
833,LDSMFG_100832,ACTION_FIELD,0.39
834,LDSMFG_100833,ACTION_HUMAN_CALL,0.65
835,LDSMFG_100834,ACTION_BOT,0.43
836,LDSMFG_100835,ACTION_DIGITAL,0.71
837,LDSMFG_100836,ACTION_FIELD,0.45
838,LDSMFG_100837,ACTION_DIGITAL,0.55
839,LDSMFG_100838,ACTION_FIELD,0.35
840,LDSMFG_100839,ACTION_DIGITAL,0.58
841,LDSMFG_100840,ACTION_BOT,0.43
842,LDSMFG_100841,ACTION_BOT,0.34
843,LDSMFG_100842,ACTION_DIGITAL,0.48
844,LDSMFG_100843,ACTION_BOT,0.17
845,LDSMFG_100844,ACTION_HUMAN_CALL,0.57
846,LDSMFG_100845,ACTION_FIELD,0.71
847,LDSMFG_100846,ACTION_BOT,0.09
848,LDSMFG_100847,ACTION_BOT,0.65
849,LDSMFG_100848,ACTION_DIGITAL,0.66
850,LDSMFG_100849,ACTION_DIGITAL,0.63
851,LDSMFG_100850,ACTION_BOT,0.25
852,LDSMFG_100851,ACTION_FIELD,0.38
853,LDSMFG_100852,ACTION_HUMAN_CALL,0.53
854,LDSMFG_100853,ACTION_HUMAN_CALL,0.26
855,LDSMFG_100854,ACTION_FIELD,0.43
856,LDSMFG_100855,ACTION_BOT,0.39
857,LDSMFG_100856,ACTION_BOT,0.12
858,LDSMFG_100857,ACTION_BOT,0.41
859,LDSMFG_100858,ACTION_HUMAN_CALL,0.5
860,LDSMFG_100859,ACTION_HUMAN_CALL,0.06
861,LDSMFG_100860,ACTION_HUMAN_CALL,0.47
862,LDSMFG_100861,ACTION_HUMAN_CALL,0.62
863,LDSMFG_100862,ACTION_FIELD,0.46
864,LDSMFG_100863,ACTION_BOT,0.35
865,LDSMFG_100864,ACTION_HUMAN_CALL,0.38
866,LDSMFG_100865,ACTION_FIELD,0.35
867,LDSMFG_100866,ACTION_DIGITAL,0.68
868,LDSMFG_100867,ACTION_HUMAN_CALL,0.33
869,LDSMFG_100868,ACTION_HUMAN_CALL,0.68
870,LDSMFG_100869,ACTION_DIGITAL,0.86
871,LDSMFG_100870,ACTION_BOT,0.44
872,LDSMFG_100871,ACTION_FIELD,0.33
873,LDSMFG_100872,ACTION_BOT,0.31
874,LDSMFG_100873,ACTION_HUMAN_CALL,0.68
875,LDSMFG_100874,ACTION_DIGITAL,0.31
876,LDSMFG_100875,ACTION_BOT,0.42
877,LDSMFG_100876,ACTION_HUMAN_CALL,0.59
878,LDSMFG_100877,ACTION_DIGITAL,0.85
879,LDSMFG_100878,ACTION_DIGITAL,0.71
880,LDSMFG_100879,ACTION_FIELD,0.4
881,LDSMFG_100880,ACTION_BOT,0.19
882,LDSMFG_100881,ACTION_HUMAN_CALL,0.32
883,LDSMFG_100882,ACTION_DIGITAL,0.39
884,LDSMFG_100883,ACTION_BOT,0.22
885,LDSMFG_100884,ACTION_FIELD,0.44
886,LDSMFG_100885,ACTION_DIGITAL,0.58
887,LDSMFG_100886,ACTION_FIELD,0.49
888,LDSMFG_100887,ACTION_HUMAN_CALL,0.55
889,LDSMFG_100888,ACTION_HUMAN_CALL,0.83
890,LDSMFG_100889,ACTION_DIGITAL,0.52
891,LDSMFG_100890,ACTION_FIELD,0.39
892,LDSMFG_100891,ACTION_BOT,0.56
893,LDSMFG_100892,ACTION_BOT,0.35
894,LDSMFG_100893,ACTION_HUMAN_CALL,0.55
895,LDSMFG_100894,ACTION_FIELD,0.35
896,LDSMFG_100895,ACTION_BOT,0.37
897,LDSMFG_100896,ACTION_BOT,0.06
898,LDSMFG_100897,ACTION_BOT,0.38
899,LDSMFG_100898,ACTION_HUMAN_CALL,0.63
900,LDSMFG_100899,ACTION_FIELD,0.37
901,LDSMFG_100900,ACTION_FIELD,0.34
902,LDSMFG_100901,ACTION_FIELD,0.61
903,LDSMFG_100902,ACTION_DIGITAL,0.72
904,LDSMFG_100903,ACTION_FIELD,0.37
905,LDSMFG_100904,ACTION_HUMAN_CALL,0.45
906,LDSMFG_100905,ACTION_HUMAN_CALL,0.56
907,LDSMFG_100906,ACTION_HUMAN_CALL,0.85
908,LDSMFG_100907,ACTION_HUMAN_CALL,0.47
909,LDSMFG_100908,ACTION_BOT,0.72
910,LDSMFG_100909,ACTION_BOT,0.18
911,LDSMFG_100910,ACTION_FIELD,0.38
912,LDSMFG_100911,ACTION_FIELD,0.35
913,LDSMFG_100912,ACTION_DIGITAL,0.81
914,LDSMFG_100913,ACTION_DIGITAL,0.41
915,LDSMFG_100914,ACTION_BOT,0.34
916,LDSMFG_100915,ACTION_HUMAN_CALL,0.34
917,LDSMFG_100916,ACTION_BOT,0.61
918,LDSMFG_100917,ACTION_FIELD,0.78
919,LDSMFG_100918,ACTION_FIELD,0.74
920,LDSMFG_100919,ACTION_BOT,0.22
921,LDSMFG_100920,ACTION_FIELD,0.44
922,LDSMFG_100921,ACTION_BOT,0.45
923,LDSMFG_100922,ACTION_HUMAN_CALL,0.72
924,LDSMFG_100923,ACTION_FIELD,0.41
925,LDSMFG_100924,ACTION_BOT,0.52
926,LDSMFG_100925,ACTION_FIELD,0.4
927,LDSMFG_100926,ACTION_DIGITAL,0.13
928,LDSMFG_100927,ACTION_BOT,0.14
929,LDSMFG_100928,ACTION_HUMAN_CALL,0.61
930,LDSMFG_100929,ACTION_DIGITAL,0.46
931,LDSMFG_100930,ACTION_DIGITAL,0.53
932,LDSMFG_100931,ACTION_FIELD,0.46
933,LDSMFG_100932,ACTION_BOT,0.27
934,LDSMFG_100933,ACTION_BOT,0.39
935,LDSMFG_100934,ACTION_BOT,0.28
936,LDSMFG_100935,ACTION_DIGITAL,0.33
937,LDSMFG_100936,ACTION_FIELD,0.36
938,LDSMFG_100937,ACTION_FIELD,0.69
939,LDSMFG_100938,ACTION_BOT,0.71
940,LDSMFG_100939,ACTION_BOT,0.52
941,LDSMFG_100940,ACTION_BOT,0.22
942,LDSMFG_100941,ACTION_DIGITAL,0.29
943,LDSMFG_100942,ACTION_HUMAN_CALL,0.87
944,LDSMFG_100943,ACTION_HUMAN_CALL,0.14
945,LDSMFG_100944,ACTION_BOT,0.54
946,LDSMFG_100945,ACTION_BOT,0.45
947,LDSMFG_100946,ACTION_DIGITAL,0.14
948,LDSMFG_100947,ACTION_DIGITAL,0.83
949,LDSMFG_100948,ACTION_FIELD,0.36
950,LDSMFG_100949,ACTION_FIELD,0.39
951,LDSMFG_100950,ACTION_BOT,0.35
952,LDSMFG_100951,ACTION_BOT,0.33
953,LDSMFG_100952,ACTION_BOT,0.34
954,LDSMFG_100953,ACTION_BOT,0.09
955,LDSMFG_100954,ACTION_HUMAN_CALL,0.74
956,LDSMFG_100955,ACTION_HUMAN_CALL,0.83
957,LDSMFG_100956,ACTION_HUMAN_CALL,0.33
958,LDSMFG_100957,ACTION_HUMAN_CALL,0.8
959,LDSMFG_100958,ACTION_DIGITAL,0.77
960,LDSMFG_100959,ACTION_FIELD,0.39
961,LDSMFG_100960,ACTION_HUMAN_CALL,0.69
962,LDSMFG_100961,ACTION_BOT,0.76
963,LDSMFG_100962,ACTION_HUMAN_CALL,0.62
964,LDSMFG_100963,ACTION_BOT,0.24
965,LDSMFG_100964,ACTION_HUMAN_CALL,0.68
966,LDSMFG_100965,ACTION_DIGITAL,0.68
967,LDSMFG_100966,ACTION_DIGITAL,0.15
968,LDSMFG_100967,ACTION_BOT,0.31
969,LDSMFG_100968,ACTION_HUMAN_CALL,0.79
970,LDSMFG_100969,ACTION_BOT,0.0
971,LDSMFG_100970,ACTION_BOT,0.37
972,LDSMFG_100971,ACTION_FIELD,0.4
973,LDSMFG_100972,ACTION_DIGITAL,0.4
974,LDSMFG_100973,ACTION_DIGITAL,0.34
975,LDSMFG_100974,ACTION_FIELD,0.37
976,LDSMFG_100975,ACTION_BOT,0.56
977,LDSMFG_100976,ACTION_HUMAN_CALL,0.49
978,LDSMFG_100977,ACTION_BOT,0.2
979,LDSMFG_100978,ACTION_FIELD,0.74
980,LDSMFG_100979,ACTION_DIGITAL,0.57
981,LDSMFG_100980,ACTION_FIELD,0.35
982,LDSMFG_100981,ACTION_BOT,0.12
983,LDSMFG_100982,ACTION_FIELD,0.72
984,LDSMFG_100983,ACTION_DIGITAL,0.39
985,LDSMFG_100984,ACTION_DIGITAL,0.19
986,LDSMFG_100985,ACTION_BOT,0.46
987,LDSMFG_100986,ACTION_HUMAN_CALL,0.13
988,LDSMFG_100987,ACTION_DIGITAL,0.44
989,LDSMFG_100988,ACTION_BOT,0.52
990,LDSMFG_100989,ACTION_BOT,0.26
991,LDSMFG_100990,ACTION_BOT,0.52
992,LDSMFG_100991,ACTION_HUMAN_CALL,0.48
993,LDSMFG_100992,ACTION_HUMAN_CALL,0.24
994,LDSMFG_100993,ACTION_FIELD,0.75
995,LDSMFG_100994,ACTION_HUMAN_CALL,0.09
996,LDSMFG_100995,ACTION_BOT,0.27
997,LDSMFG_100996,ACTION_FIELD,0.66
998,LDSMFG_100997,ACTION_BOT,0.44
999,LDSMFG_100998,ACTION_DIGITAL,0.48
1000,LDSMFG_100999,ACTION_DIGITAL,0.6
1001,LDSMFG_101000,ACTION_FIELD,0.38
1002,LDSMFG_101001,ACTION_HUMAN_CALL,0.15
1003,LDSMFG_101002,ACTION_HUMAN_CALL,0.11
1004,LDSMFG_101003,ACTION_BOT,0.75
1005,LDSMFG_101004,ACTION_HUMAN_CALL,0.1
1006,LDSMFG_101005,ACTION_FIELD,0.65
1007,LDSMFG_101006,ACTION_BOT,0.45
1008,LDSMFG_101007,ACTION_BOT,0.72
1009,LDSMFG_101008,ACTION_HUMAN_CALL,0.65
1010,LDSMFG_101009,ACTION_FIELD,0.42
1011,LDSMFG_101010,ACTION_BOT,0.44
1012,LDSMFG_101011,ACTION_BOT,0.38
1013,LDSMFG_101012,ACTION_DIGITAL,0.73
1014,LDSMFG_101013,ACTION_FIELD,0.42
1015,LDSMFG_101014,ACTION_BOT,0.17
1016,LDSMFG_101015,ACTION_BOT,0.4
1017,LDSMFG_101016,ACTION_BOT,0.48
1018,LDSMFG_101017,ACTION_BOT,0.05
1019,LDSMFG_101018,ACTION_BOT,0.31
